Quantity	Time Window	Window Start (Years)	Category	Second Category	Value
Similarity	8500-9000 Years	8500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.5233
Similarity	8500-9000 Years	8500	Panxi and Liangshan	Sichuan Basin	0.1796
Similarity	8500-9000 Years	8500	Panxi and Liangshan	Southern Segment	0.0417
Similarity	8500-9000 Years	8500	Panxi and Liangshan	Western Highland	0.1525
Similarity	8500-9000 Years	8500	Qinghai-Tibet Plateau Core	Sichuan Basin	0.2385
Similarity	8500-9000 Years	8500	Qinghai-Tibet Plateau Core	Southern Segment	0.173
Similarity	8500-9000 Years	8500	Qinghai-Tibet Plateau Core	Western Highland	0.4024
Similarity	8500-9000 Years	8500	Sichuan Basin	Southern Segment	0.6692
Similarity	8500-9000 Years	8500	Sichuan Basin	Western Highland	0.0821
Similarity	8500-9000 Years	8500	Southern Segment	Western Highland	0.1294
Similarity	9000-9500 Years	9000	Central Segment	North China	0.5022
Similarity	9000-9500 Years	9000	Central Segment	Northern Segment	0.7282
Similarity	9000-9500 Years	9000	Central Segment	Panxi and Liangshan	0.6887
Similarity	9000-9500 Years	9000	Central Segment	Qinghai-Tibet Plateau Core	0.8538
Similarity	9000-9500 Years	9000	Central Segment	Sichuan Basin	0.2374
Similarity	9000-9500 Years	9000	Central Segment	Southern Segment	0.0938
Similarity	9000-9500 Years	9000	Central Segment	Western Highland	0.8621
Similarity	9000-9500 Years	9000	North China	Northern Segment	0.471
Similarity	9000-9500 Years	9000	North China	Panxi and Liangshan	0.623
Similarity	9000-9500 Years	9000	North China	Qinghai-Tibet Plateau Core	0.447
Similarity	9000-9500 Years	9000	North China	Sichuan Basin	0.3253
Similarity	9000-9500 Years	9000	North China	Southern Segment	0
Similarity	9000-9500 Years	9000	North China	Western Highland	0.4268
Similarity	9000-9500 Years	9000	Northern Segment	Panxi and Liangshan	0.5326
Similarity	9000-9500 Years	9000	Northern Segment	Qinghai-Tibet Plateau Core	0.8315
Similarity	9000-9500 Years	9000	Northern Segment	Sichuan Basin	0.3628
Similarity	9000-9500 Years	9000	Northern Segment	Southern Segment	0.2677
Similarity	9000-9500 Years	9000	Northern Segment	Western Highland	0.7848
Similarity	9000-9500 Years	9000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.6159
Similarity	9000-9500 Years	9000	Panxi and Liangshan	Sichuan Basin	0.2714
Similarity	9000-9500 Years	9000	Panxi and Liangshan	Southern Segment	0.0076
Similarity	9000-9500 Years	9000	Panxi and Liangshan	Western Highland	0.6263
Similarity	9000-9500 Years	9000	Qinghai-Tibet Plateau Core	Sichuan Basin	0.2885
Similarity	9000-9500 Years	9000	Qinghai-Tibet Plateau Core	Southern Segment	0.1882
Similarity	9000-9500 Years	9000	Qinghai-Tibet Plateau Core	Western Highland	0.9492
Similarity	9000-9500 Years	9000	Sichuan Basin	Southern Segment	0.5559
Similarity	9000-9500 Years	9000	Sichuan Basin	Western Highland	0.2771
Similarity	9000-9500 Years	9000	Southern Segment	Western Highland	0.1791
Similarity	9500-10000 Years	9500	Central Segment	North China	0.4878
Similarity	9500-10000 Years	9500	Central Segment	Northern Segment	0.3829
Similarity	9500-10000 Years	9500	Central Segment	Panxi and Liangshan	0.7779
Similarity	9500-10000 Years	9500	Central Segment	Qinghai-Tibet Plateau Core	0.5078
Similarity	9500-10000 Years	9500	Central Segment	Sichuan Basin	0.1599
Similarity	9500-10000 Years	9500	Central Segment	Western Highland	0.5545
Similarity	9500-10000 Years	9500	North China	Northern Segment	0.2847
Similarity	9500-10000 Years	9500	North China	Panxi and Liangshan	0.441
Similarity	9500-10000 Years	9500	North China	Qinghai-Tibet Plateau Core	0.3248
Similarity	9500-10000 Years	9500	North China	Sichuan Basin	0.2826
Similarity	9500-10000 Years	9500	North China	Western Highland	0.3453
Similarity	9500-10000 Years	9500	Northern Segment	Panxi and Liangshan	0.2444
Similarity	9500-10000 Years	9500	Northern Segment	Qinghai-Tibet Plateau Core	0.8005
Similarity	9500-10000 Years	9500	Northern Segment	Sichuan Basin	0.0549
Similarity	9500-10000 Years	9500	Northern Segment	Western Highland	0.7286
Similarity	9500-10000 Years	9500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.3583
Similarity	9500-10000 Years	9500	Panxi and Liangshan	Sichuan Basin	0.2049
Similarity	9500-10000 Years	9500	Panxi and Liangshan	Western Highland	0.3994
Similarity	9500-10000 Years	9500	Qinghai-Tibet Plateau Core	Sichuan Basin	0.0149
Similarity	9500-10000 Years	9500	Qinghai-Tibet Plateau Core	Western Highland	0.9209
Similarity	9500-10000 Years	9500	Sichuan Basin	Western Highland	0
Similarity	10000-10500 Years	10000	Central Segment	North China	0.7859
Similarity	10000-10500 Years	10000	Central Segment	Northern Segment	0.5108
Similarity	10000-10500 Years	10000	Central Segment	Panxi and Liangshan	0.9185
Similarity	10000-10500 Years	10000	Central Segment	Qinghai-Tibet Plateau Core	0.7911
Similarity	10000-10500 Years	10000	Central Segment	Sichuan Basin	0.0801
Similarity	10000-10500 Years	10000	Central Segment	Western Highland	0.824
Similarity	10000-10500 Years	10000	North China	Northern Segment	0.5883
Similarity	10000-10500 Years	10000	North China	Panxi and Liangshan	0.7204
Similarity	10000-10500 Years	10000	North China	Qinghai-Tibet Plateau Core	0.7975
Similarity	10000-10500 Years	10000	North China	Sichuan Basin	0.1577
Similarity	10000-10500 Years	10000	North China	Western Highland	0.7736
Similarity	10000-10500 Years	10000	Northern Segment	Panxi and Liangshan	0.4542
Similarity	10000-10500 Years	10000	Northern Segment	Qinghai-Tibet Plateau Core	0.622
Similarity	10000-10500 Years	10000	Northern Segment	Sichuan Basin	0.0916
Similarity	10000-10500 Years	10000	Northern Segment	Western Highland	0.5939
Similarity	10000-10500 Years	10000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.7191
Similarity	10000-10500 Years	10000	Panxi and Liangshan	Sichuan Basin	0.0859
Similarity	10000-10500 Years	10000	Panxi and Liangshan	Western Highland	0.7584
Similarity	10000-10500 Years	10000	Qinghai-Tibet Plateau Core	Sichuan Basin	0.004
Similarity	10000-10500 Years	10000	Qinghai-Tibet Plateau Core	Western Highland	0.9418
Similarity	10000-10500 Years	10000	Sichuan Basin	Western Highland	0
Similarity	10500-11000 Years	10500	Central Segment	North China	0.6102
Similarity	10500-11000 Years	10500	Central Segment	Northern Segment	0.3228
Similarity	10500-11000 Years	10500	Central Segment	Panxi and Liangshan	0.8301
Similarity	10500-11000 Years	10500	Central Segment	Qinghai-Tibet Plateau Core	0.4626
Similarity	10500-11000 Years	10500	Central Segment	Sichuan Basin	0.1543
Similarity	10500-11000 Years	10500	Central Segment	Western Highland	0.5008
Similarity	10500-11000 Years	10500	North China	Northern Segment	0.439
Similarity	10500-11000 Years	10500	North China	Panxi and Liangshan	0.5202
Similarity	10500-11000 Years	10500	North China	Qinghai-Tibet Plateau Core	0.5743
Similarity	10500-11000 Years	10500	North China	Sichuan Basin	0.2507
Similarity	10500-11000 Years	10500	North China	Western Highland	0.6463
Similarity	10500-11000 Years	10500	Northern Segment	Panxi and Liangshan	0.2543
Similarity	10500-11000 Years	10500	Northern Segment	Qinghai-Tibet Plateau Core	0.6842
Similarity	10500-11000 Years	10500	Northern Segment	Sichuan Basin	0
Similarity	10500-11000 Years	10500	Northern Segment	Western Highland	0.572
Similarity	10500-11000 Years	10500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.4164
Similarity	10500-11000 Years	10500	Panxi and Liangshan	Sichuan Basin	0.131
Similarity	10500-11000 Years	10500	Panxi and Liangshan	Western Highland	0.4555
Similarity	10500-11000 Years	10500	Qinghai-Tibet Plateau Core	Sichuan Basin	0.027
Similarity	10500-11000 Years	10500	Qinghai-Tibet Plateau Core	Western Highland	0.7996
Similarity	10500-11000 Years	10500	Sichuan Basin	Western Highland	0.0263
Similarity	11000-11500 Years	11000	Central Segment	North China	0.647
Similarity	11000-11500 Years	11000	Central Segment	Northern Segment	0.6089
Similarity	11000-11500 Years	11000	Central Segment	Panxi and Liangshan	0.7601
Similarity	11000-11500 Years	11000	Central Segment	Qinghai-Tibet Plateau Core	0.7564
Similarity	11000-11500 Years	11000	Central Segment	Sichuan Basin	0.0961
Similarity	11000-11500 Years	11000	Central Segment	Western Highland	0.7156
Similarity	11000-11500 Years	11000	North China	Northern Segment	0.5228
Similarity	11000-11500 Years	11000	North China	Panxi and Liangshan	0.6866
Similarity	11000-11500 Years	11000	North China	Qinghai-Tibet Plateau Core	0.6709
Similarity	11000-11500 Years	11000	North China	Sichuan Basin	0.312
Similarity	11000-11500 Years	11000	North China	Western Highland	0.5734
Similarity	11000-11500 Years	11000	Northern Segment	Panxi and Liangshan	0.4053
Similarity	11000-11500 Years	11000	Northern Segment	Qinghai-Tibet Plateau Core	0.7249
Similarity	11000-11500 Years	11000	Northern Segment	Sichuan Basin	0
Similarity	11000-11500 Years	11000	Northern Segment	Western Highland	0.709
Similarity	11000-11500 Years	11000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.603
Similarity	11000-11500 Years	11000	Panxi and Liangshan	Sichuan Basin	0.1883
Similarity	11000-11500 Years	11000	Panxi and Liangshan	Western Highland	0.5415
Similarity	11000-11500 Years	11000	Qinghai-Tibet Plateau Core	Sichuan Basin	0.1779
Similarity	11000-11500 Years	11000	Qinghai-Tibet Plateau Core	Western Highland	0.8352
Similarity	11000-11500 Years	11000	Sichuan Basin	Western Highland	0.1702
Similarity	11500-12000 Years	11500	Central Segment	North China	0.1922
Similarity	11500-12000 Years	11500	Central Segment	Northern Segment	0.4545
Similarity	11500-12000 Years	11500	Central Segment	Panxi and Liangshan	0.5723
Similarity	11500-12000 Years	11500	Central Segment	Qinghai-Tibet Plateau Core	0.6291
Similarity	11500-12000 Years	11500	Central Segment	Western Highland	0.6423
Similarity	11500-12000 Years	11500	North China	Northern Segment	0
Similarity	11500-12000 Years	11500	North China	Panxi and Liangshan	0.5187
Similarity	11500-12000 Years	11500	North China	Qinghai-Tibet Plateau Core	0.5029
Similarity	11500-12000 Years	11500	North China	Western Highland	0.4975
Similarity	11500-12000 Years	11500	Northern Segment	Panxi and Liangshan	0.1979
Similarity	11500-12000 Years	11500	Northern Segment	Qinghai-Tibet Plateau Core	0.3563
Similarity	11500-12000 Years	11500	Northern Segment	Western Highland	0.3385
Similarity	11500-12000 Years	11500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.7359
Similarity	11500-12000 Years	11500	Panxi and Liangshan	Western Highland	0.7651
Similarity	11500-12000 Years	11500	Qinghai-Tibet Plateau Core	Western Highland	0.9489
Similarity	12000-12500 Years	12000	Central Segment	North China	0.3189
Similarity	12000-12500 Years	12000	Central Segment	Northern Segment	0.4362
Similarity	12000-12500 Years	12000	Central Segment	Panxi and Liangshan	0.511
Similarity	12000-12500 Years	12000	Central Segment	Qinghai-Tibet Plateau Core	0.5736
Similarity	12000-12500 Years	12000	Central Segment	Western Highland	0.5669
Similarity	12000-12500 Years	12000	North China	Northern Segment	0
Similarity	12000-12500 Years	12000	North China	Panxi and Liangshan	0.2895
Similarity	12000-12500 Years	12000	North China	Qinghai-Tibet Plateau Core	0.6536
Similarity	12000-12500 Years	12000	North China	Western Highland	0.6786
Similarity	12000-12500 Years	12000	Northern Segment	Panxi and Liangshan	0.1831
Similarity	12000-12500 Years	12000	Northern Segment	Qinghai-Tibet Plateau Core	0.2294
Similarity	12000-12500 Years	12000	Northern Segment	Western Highland	0.173
Similarity	12000-12500 Years	12000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.5613
Similarity	12000-12500 Years	12000	Panxi and Liangshan	Western Highland	0.5778
Similarity	12000-12500 Years	12000	Qinghai-Tibet Plateau Core	Western Highland	0.9066
Similarity	12500-13000 Years	12500	Central Segment	North China	0.2629
Similarity	12500-13000 Years	12500	Central Segment	Northern Segment	0.4009
Similarity	12500-13000 Years	12500	Central Segment	Panxi and Liangshan	0.1829
Similarity	12500-13000 Years	12500	Central Segment	Qinghai-Tibet Plateau Core	0.5564
Similarity	12500-13000 Years	12500	Central Segment	Western Highland	0.5328
Similarity	12500-13000 Years	12500	North China	Northern Segment	0.1509
Similarity	12500-13000 Years	12500	North China	Panxi and Liangshan	0.1264
Similarity	12500-13000 Years	12500	North China	Qinghai-Tibet Plateau Core	0.3921
Similarity	12500-13000 Years	12500	North China	Western Highland	0.4962
Similarity	12500-13000 Years	12500	Northern Segment	Panxi and Liangshan	0
Similarity	12500-13000 Years	12500	Northern Segment	Qinghai-Tibet Plateau Core	0.5662
Similarity	12500-13000 Years	12500	Northern Segment	Western Highland	0.4428
Similarity	12500-13000 Years	12500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.0473
Similarity	12500-13000 Years	12500	Panxi and Liangshan	Western Highland	0.1419
Similarity	12500-13000 Years	12500	Qinghai-Tibet Plateau Core	Western Highland	0.8232
Similarity	13000-13500 Years	13000	Central Segment	North China	0.5658
Similarity	13000-13500 Years	13000	Central Segment	Northern Segment	0.4091
Similarity	13000-13500 Years	13000	Central Segment	Panxi and Liangshan	0.245
Similarity	13000-13500 Years	13000	Central Segment	Qinghai-Tibet Plateau Core	0.7421
Similarity	13000-13500 Years	13000	Central Segment	Western Highland	0.7783
Similarity	13000-13500 Years	13000	North China	Northern Segment	0.3713
Similarity	13000-13500 Years	13000	North China	Panxi and Liangshan	0.1936
Similarity	13000-13500 Years	13000	North China	Qinghai-Tibet Plateau Core	0.6834
Similarity	13000-13500 Years	13000	North China	Western Highland	0.6491
Similarity	13000-13500 Years	13000	Northern Segment	Panxi and Liangshan	0
Similarity	13000-13500 Years	13000	Northern Segment	Qinghai-Tibet Plateau Core	0.4815
Similarity	13000-13500 Years	13000	Northern Segment	Western Highland	0.5525
Similarity	13000-13500 Years	13000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.0826
Similarity	13000-13500 Years	13000	Panxi and Liangshan	Western Highland	0.1641
Similarity	13000-13500 Years	13000	Qinghai-Tibet Plateau Core	Western Highland	0.8266
Similarity	13500-14000 Years	13500	Central Segment	North China	0.1206
Similarity	13500-14000 Years	13500	Central Segment	Northern Segment	0.3349
Similarity	13500-14000 Years	13500	Central Segment	Panxi and Liangshan	0.4019
Similarity	13500-14000 Years	13500	Central Segment	Qinghai-Tibet Plateau Core	0.5612
Similarity	13500-14000 Years	13500	Central Segment	Western Highland	0.6333
Similarity	13500-14000 Years	13500	North China	Northern Segment	0.5802
Similarity	13500-14000 Years	13500	North China	Panxi and Liangshan	0
Similarity	13500-14000 Years	13500	North China	Qinghai-Tibet Plateau Core	0.5192
Similarity	13500-14000 Years	13500	North China	Western Highland	0.4333
Similarity	13500-14000 Years	13500	Northern Segment	Panxi and Liangshan	0.3337
Similarity	13500-14000 Years	13500	Northern Segment	Qinghai-Tibet Plateau Core	0.6126
Similarity	13500-14000 Years	13500	Northern Segment	Western Highland	0.6215
Similarity	13500-14000 Years	13500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.3321
Similarity	13500-14000 Years	13500	Panxi and Liangshan	Western Highland	0.4284
Similarity	13500-14000 Years	13500	Qinghai-Tibet Plateau Core	Western Highland	0.8823
Similarity	14000-14500 Years	14000	Central Segment	North China	0.0309
Similarity	14000-14500 Years	14000	Central Segment	Northern Segment	0.3654
Similarity	14000-14500 Years	14000	Central Segment	Panxi and Liangshan	0.7558
Similarity	14000-14500 Years	14000	Central Segment	Qinghai-Tibet Plateau Core	0.4661
Similarity	14000-14500 Years	14000	Central Segment	Western Highland	0.4903
Similarity	14000-14500 Years	14000	North China	Northern Segment	0.5443
Similarity	14000-14500 Years	14000	North China	Panxi and Liangshan	0
Similarity	14000-14500 Years	14000	North China	Qinghai-Tibet Plateau Core	0.3875
Similarity	14000-14500 Years	14000	North China	Western Highland	0.371
Similarity	14000-14500 Years	14000	Northern Segment	Panxi and Liangshan	0.3682
Similarity	14000-14500 Years	14000	Northern Segment	Qinghai-Tibet Plateau Core	0.8244
Similarity	14000-14500 Years	14000	Northern Segment	Western Highland	0.7957
Similarity	14000-14500 Years	14000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.4762
Similarity	14000-14500 Years	14000	Panxi and Liangshan	Western Highland	0.5216
Similarity	14000-14500 Years	14000	Qinghai-Tibet Plateau Core	Western Highland	0.9199
Similarity	14500-15000 Years	14500	Central Segment	North China	0.0468
Similarity	14500-15000 Years	14500	Central Segment	Northern Segment	0.2915
Similarity	14500-15000 Years	14500	Central Segment	Panxi and Liangshan	0.5788
Similarity	14500-15000 Years	14500	Central Segment	Qinghai-Tibet Plateau Core	0.5471
Similarity	14500-15000 Years	14500	Central Segment	Western Highland	0.6514
Similarity	14500-15000 Years	14500	North China	Northern Segment	0.5217
Similarity	14500-15000 Years	14500	North China	Panxi and Liangshan	0
Similarity	14500-15000 Years	14500	North China	Qinghai-Tibet Plateau Core	0.3045
Similarity	14500-15000 Years	14500	North China	Western Highland	0.3077
Similarity	14500-15000 Years	14500	Northern Segment	Panxi and Liangshan	0.1641
Similarity	14500-15000 Years	14500	Northern Segment	Qinghai-Tibet Plateau Core	0.6952
Similarity	14500-15000 Years	14500	Northern Segment	Western Highland	0.5962
Similarity	14500-15000 Years	14500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.3253
Similarity	14500-15000 Years	14500	Panxi and Liangshan	Western Highland	0.4941
Similarity	14500-15000 Years	14500	Qinghai-Tibet Plateau Core	Western Highland	0.7796
Similarity	15000-15500 Years	15000	Central Segment	North China	0.1242
Similarity	15000-15500 Years	15000	Central Segment	Northern Segment	0.3381
Similarity	15000-15500 Years	15000	Central Segment	Panxi and Liangshan	0.4369
Similarity	15000-15500 Years	15000	Central Segment	Qinghai-Tibet Plateau Core	0.4395
Similarity	15000-15500 Years	15000	Central Segment	Western Highland	0.6659
Similarity	15000-15500 Years	15000	North China	Northern Segment	0.6425
Similarity	15000-15500 Years	15000	North China	Panxi and Liangshan	0
Similarity	15000-15500 Years	15000	North China	Qinghai-Tibet Plateau Core	0.3944
Similarity	15000-15500 Years	15000	North China	Western Highland	0.373
Similarity	15000-15500 Years	15000	Northern Segment	Panxi and Liangshan	0.2423
Similarity	15000-15500 Years	15000	Northern Segment	Qinghai-Tibet Plateau Core	0.6378
Similarity	15000-15500 Years	15000	Northern Segment	Western Highland	0.6037
Similarity	15000-15500 Years	15000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.4799
Similarity	15000-15500 Years	15000	Panxi and Liangshan	Western Highland	0.3941
Similarity	15000-15500 Years	15000	Qinghai-Tibet Plateau Core	Western Highland	0.6273
Similarity	15500-16000 Years	15500	Central Segment	North China	0.0612
Similarity	15500-16000 Years	15500	Central Segment	Northern Segment	0.3745
Similarity	15500-16000 Years	15500	Central Segment	Panxi and Liangshan	0.5784
Similarity	15500-16000 Years	15500	Central Segment	Qinghai-Tibet Plateau Core	0.4474
Similarity	15500-16000 Years	15500	Central Segment	Western Highland	0.6313
Similarity	15500-16000 Years	15500	North China	Northern Segment	0.4973
Similarity	15500-16000 Years	15500	North China	Panxi and Liangshan	0
Similarity	15500-16000 Years	15500	North China	Qinghai-Tibet Plateau Core	0.4708
Similarity	15500-16000 Years	15500	North China	Western Highland	0.2733
Similarity	15500-16000 Years	15500	Northern Segment	Panxi and Liangshan	0.3188
Similarity	15500-16000 Years	15500	Northern Segment	Qinghai-Tibet Plateau Core	0.9096
Similarity	15500-16000 Years	15500	Northern Segment	Western Highland	0.6198
Similarity	15500-16000 Years	15500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.3516
Similarity	15500-16000 Years	15500	Panxi and Liangshan	Western Highland	0.5322
Similarity	15500-16000 Years	15500	Qinghai-Tibet Plateau Core	Western Highland	0.6635
Similarity	16000-16500 Years	16000	Central Segment	North China	0
Similarity	16000-16500 Years	16000	Central Segment	Northern Segment	0.3454
Similarity	16000-16500 Years	16000	Central Segment	Panxi and Liangshan	0.5264
Similarity	16000-16500 Years	16000	Central Segment	Qinghai-Tibet Plateau Core	0.3715
Similarity	16000-16500 Years	16000	Central Segment	Western Highland	0.5911
Similarity	16000-16500 Years	16000	North China	Northern Segment	0.2719
Similarity	16000-16500 Years	16000	North China	Panxi and Liangshan	0.1515
Similarity	16000-16500 Years	16000	North China	Qinghai-Tibet Plateau Core	0.2494
Similarity	16000-16500 Years	16000	North China	Western Highland	0.1869
Similarity	16000-16500 Years	16000	Northern Segment	Panxi and Liangshan	0.6318
Similarity	16000-16500 Years	16000	Northern Segment	Qinghai-Tibet Plateau Core	0.7675
Similarity	16000-16500 Years	16000	Northern Segment	Western Highland	0.5101
Similarity	16000-16500 Years	16000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.6533
Similarity	16000-16500 Years	16000	Panxi and Liangshan	Western Highland	0.4524
Similarity	16000-16500 Years	16000	Qinghai-Tibet Plateau Core	Western Highland	0.5489
Similarity	16500-17000 Years	16500	Central Segment	North China	0
Similarity	16500-17000 Years	16500	Central Segment	Northern Segment	0.4439
Similarity	16500-17000 Years	16500	Central Segment	Panxi and Liangshan	0.8761
Similarity	16500-17000 Years	16500	Central Segment	Qinghai-Tibet Plateau Core	0.4068
Similarity	16500-17000 Years	16500	Central Segment	Western Highland	0.4061
Similarity	16500-17000 Years	16500	North China	Northern Segment	0.1916
Similarity	16500-17000 Years	16500	North China	Panxi and Liangshan	0.0429
Similarity	16500-17000 Years	16500	North China	Qinghai-Tibet Plateau Core	0.0477
Similarity	16500-17000 Years	16500	North China	Western Highland	0.0754
Similarity	16500-17000 Years	16500	Northern Segment	Panxi and Liangshan	0.493
Similarity	16500-17000 Years	16500	Northern Segment	Qinghai-Tibet Plateau Core	0.4427
Similarity	16500-17000 Years	16500	Northern Segment	Western Highland	0.4342
Similarity	16500-17000 Years	16500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.4289
Similarity	16500-17000 Years	16500	Panxi and Liangshan	Western Highland	0.4276
Similarity	16500-17000 Years	16500	Qinghai-Tibet Plateau Core	Western Highland	0.9552
Similarity	17000-17500 Years	17000	Central Segment	North China	0.0409
Similarity	17000-17500 Years	17000	Central Segment	Northern Segment	0.4448
Similarity	17000-17500 Years	17000	Central Segment	Panxi and Liangshan	0.624
Similarity	17000-17500 Years	17000	Central Segment	Qinghai-Tibet Plateau Core	0.5152
Similarity	17000-17500 Years	17000	Central Segment	Western Highland	0.6153
Similarity	17000-17500 Years	17000	North China	Northern Segment	0.2166
Similarity	17000-17500 Years	17000	North China	Panxi and Liangshan	0
Similarity	17000-17500 Years	17000	North China	Qinghai-Tibet Plateau Core	0.0894
Similarity	17000-17500 Years	17000	North China	Western Highland	0.1208
Similarity	17000-17500 Years	17000	Northern Segment	Panxi and Liangshan	0.5443
Similarity	17000-17500 Years	17000	Northern Segment	Qinghai-Tibet Plateau Core	0.4223
Similarity	17000-17500 Years	17000	Northern Segment	Western Highland	0.5903
Similarity	17000-17500 Years	17000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.4934
Similarity	17000-17500 Years	17000	Panxi and Liangshan	Western Highland	0.6275
Similarity	17000-17500 Years	17000	Qinghai-Tibet Plateau Core	Western Highland	0.7886
Similarity	17500-18000 Years	17500	Central Segment	North China	0
Similarity	17500-18000 Years	17500	Central Segment	Northern Segment	0.3363
Similarity	17500-18000 Years	17500	Central Segment	Panxi and Liangshan	0.6446
Similarity	17500-18000 Years	17500	Central Segment	Qinghai-Tibet Plateau Core	0.6485
Similarity	17500-18000 Years	17500	Central Segment	Western Highland	0.5193
Similarity	17500-18000 Years	17500	North China	Northern Segment	0.3087
Similarity	17500-18000 Years	17500	North China	Panxi and Liangshan	0.1536
Similarity	17500-18000 Years	17500	North China	Qinghai-Tibet Plateau Core	0.0831
Similarity	17500-18000 Years	17500	North China	Western Highland	0.1732
Similarity	17500-18000 Years	17500	Northern Segment	Panxi and Liangshan	0.5059
Similarity	17500-18000 Years	17500	Northern Segment	Qinghai-Tibet Plateau Core	0.4228
Similarity	17500-18000 Years	17500	Northern Segment	Western Highland	0.382
Similarity	17500-18000 Years	17500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.689
Similarity	17500-18000 Years	17500	Panxi and Liangshan	Western Highland	0.6503
Similarity	17500-18000 Years	17500	Qinghai-Tibet Plateau Core	Western Highland	0.7546
Similarity	18000-18500 Years	18000	Central Segment	North China	0.2652
Similarity	18000-18500 Years	18000	Central Segment	Northern Segment	0.2355
Similarity	18000-18500 Years	18000	Central Segment	Panxi and Liangshan	0.4684
Similarity	18000-18500 Years	18000	Central Segment	Qinghai-Tibet Plateau Core	0.5874
Similarity	18000-18500 Years	18000	Central Segment	Western Highland	0.7068
Similarity	18000-18500 Years	18000	North China	Northern Segment	0.2347
Similarity	18000-18500 Years	18000	North China	Panxi and Liangshan	0.4824
Similarity	18000-18500 Years	18000	North China	Qinghai-Tibet Plateau Core	0.065
Similarity	18000-18500 Years	18000	North China	Western Highland	0.1288
Similarity	18000-18500 Years	18000	Northern Segment	Panxi and Liangshan	0.1963
Similarity	18000-18500 Years	18000	Northern Segment	Qinghai-Tibet Plateau Core	0
Similarity	18000-18500 Years	18000	Northern Segment	Western Highland	0.1803
Similarity	18000-18500 Years	18000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	0.392
Similarity	18000-18500 Years	18000	Panxi and Liangshan	Western Highland	0.3777
Similarity	18000-18500 Years	18000	Qinghai-Tibet Plateau Core	Western Highland	0.7575
Similarity	18500-19000 Years	18500	Central Segment	North China	0.2528
Similarity	18500-19000 Years	18500	Central Segment	Northern Segment	0.1487
Similarity	18500-19000 Years	18500	Central Segment	Qinghai-Tibet Plateau Core	0.3037
Similarity	18500-19000 Years	18500	Central Segment	Western Highland	0.5517
Similarity	18500-19000 Years	18500	North China	Northern Segment	0
Similarity	18500-19000 Years	18500	North China	Qinghai-Tibet Plateau Core	0.417
Similarity	18500-19000 Years	18500	North China	Western Highland	0.269
Similarity	18500-19000 Years	18500	Northern Segment	Qinghai-Tibet Plateau Core	0.2904
Similarity	18500-19000 Years	18500	Northern Segment	Western Highland	0.2331
Similarity	18500-19000 Years	18500	Qinghai-Tibet Plateau Core	Western Highland	0.5181
Similarity	19000-19500 Years	19000	Central Segment	North China	0.0594
Similarity	19000-19500 Years	19000	Central Segment	Northern Segment	0.3638
Similarity	19000-19500 Years	19000	Central Segment	Qinghai-Tibet Plateau Core	0.3848
Similarity	19000-19500 Years	19000	Central Segment	Western Highland	0.7239
Similarity	19000-19500 Years	19000	North China	Northern Segment	0
Similarity	19000-19500 Years	19000	North China	Qinghai-Tibet Plateau Core	0.2966
Similarity	19000-19500 Years	19000	North China	Western Highland	0.1141
Similarity	19000-19500 Years	19000	Northern Segment	Qinghai-Tibet Plateau Core	0.5037
Similarity	19000-19500 Years	19000	Northern Segment	Western Highland	0.2967
Similarity	19000-19500 Years	19000	Qinghai-Tibet Plateau Core	Western Highland	0.4977
Similarity	19500-20000 Years	19500	Central Segment	Northern Segment	0.2964
Similarity	19500-20000 Years	19500	Central Segment	Qinghai-Tibet Plateau Core	0
Similarity	19500-20000 Years	19500	Central Segment	Western Highland	0.3682
Similarity	19500-20000 Years	19500	Northern Segment	Qinghai-Tibet Plateau Core	0.5199
Similarity	19500-20000 Years	19500	Northern Segment	Western Highland	0.4329
Similarity	19500-20000 Years	19500	Qinghai-Tibet Plateau Core	Western Highland	0.476
